id,country,age,gender,ses,fses,religion,married,education,ethnicity,IGF01,IGF02,IGF03,IGI01,IGI02,IGI03,OGF01,OGF02,OGF03,OGI01,OGI02,OGI03,ENDBCL01,ENDBCL02,ENDBCL03,ENDBBL01,ENDBBL02,ENDBBL03,empathic_concern_01,empathic_concern_02,empathic_concern_03,perspective_taking_01,perspective_taking_02,perspective_taking_03,perspective_taking_04,event_positive_affect,event_negative_affect,event_episodic_recall_01,event_episodic_recall_02,event_shared_perception_01,event_shared_perception_02,event_reflection_01,event_reflection_02,event_transformative_indiv_01,event_transformative_indiv_02,event_transformative_group_01,event_transformative_group_02,religious_freedom_per_01,religious_freedom_per_02,religious_freedom_per_03,religious_freedom_per_04,religious_freedom_per_05,religious_freedom_per_06,religious_freedom_per_07,religious_freedom_per_08,religious_freedom_exp_01,religious_freedom_exp_02,religious_freedom_exp_03,religious_freedom_exp_04,religious_freedom_exp_05,religious_freedom_exp_06,history_discrimination,freq_positive_contact,freq_negative_contact,fight_outgroup,og_host_01,og_host_02,og_hostility,og_coop_01,og_coop_02,og_cooperation,NegativeToPositive,HostileToFriendly,SuspiciousToTrusting,ContemptToRespect,ThreatenedToRelaxed,og_affect
PAK217,Pakistan,38,Male,Middle,2,Muslim (Shia),Married,Master,Syed,7,5,7,6,5,5,2,2,1,1,2,1,7,6,7,6,5,5,5,7,7,7,7,7,6,1,6,5,6,7,5,2,5,2,6,7,6,2,2,3,3,4,6,6,7,3,3,3,4,2,2,6,4,3,5,7,7,7,5,6,5.5,4,4,4,4,3,3.8
PAK218,Pakistan,35,Male,Upper middle,3,Muslim (Shia),Married,MPhil,Syed,7,7,5,4,6,7,6,4,1,4,7,6,6,6,6,3,7,4,6,7,7,7,7,7,6,1,5,5,4,7,5,5,4,6,4,6,5,3,2,5,7,5,6,6,4,1,6,7,4,2,1,7,4,4,4,5,5,5,6,6,6,4,4,3,7,3,4.2
PAK219,Pakistan,19,Male,Middle,2,Muslim (Shia),Unmarried,Intermediate,Syed,7,7,6,7,6,7,5,6,4,4,6,5,6,6,7,3,6,2,6,4,6,6,6,7,5,1,5,5,6,6,5,4,6,7,4,4,5,5,2,4,7,2,6,7,3,1,6,7,4,2,1,7,5,6,1,5,4,4.5,6,6,6,3,3,4,6,1,3.4
PAK220,Pakistan,19,Male,Middle,2,Muslim (Shia),Unmarried,Master,Gujjar,7,7,6,7,6,7,2,4,4,4,6,5,7,7,6,5,4,2,7,6,6,6,6,7,4,1,5,5,4,6,5,6,4,7,4,6,5,4,2,6,7,5,7,7,3,1,6,7,4,2,1,7,3,6,1,5,4,4.5,6,6,6,3,3,4,7,2,3.8
PAK221,Pakistan,24,Male,Middle,2,Muslim (Shia),Unmarried,Master,Syed,7,7,6,7,6,7,5,2,4,4,6,5,6,6,7,3,6,2,6,7,6,6,6,7,5,1,5,5,4,6,4,6,4,7,4,6,5,4,2,6,7,5,7,7,3,1,6,7,4,2,1,7,3,6,1,5,4,4.5,6,6,6,3,3,4,6,1,3.4
PAK222,Pakistan,18,Female,Middle,2,Muslim (Shia),Unmarried,Intermediate,Kazmi,7,7,5,6,7,7,4,5,4,4,5,5,7,5,6,5,4,4,5,6,4,4,5,5,4,1,7,7,5,7,7,7,7,7,7,7,7,6,4,7,7,6,7,7,6,7,7,7,6,7,6,6,6,3,1,4,2,3,7,7,7,4,7,6,7,6,6
PAK223,Pakistan,50,Female,Upper middle,3,Muslim (Shia),Married,Bachelor,Syed,7,7,7,1,7,7,3,2,4,1,1,1,6,6,6,7,4,3,7,6,7,5,5,7,6,1,7,7,7,6,6,7,7,7,6,7,4,4,1,7,7,4,6,7,4,1,1,1,1,1,1,7,6,2,2,4,7,5.5,7,6,6.5,2,3,3,2,1,2.2
PAK224,Pakistan,32,Female,Middle,2,Muslim (Shia),Married,Illiterate,Qurashi,7,7,7,7,7,7,4,4,4,1,4,2,6,6,6,6,5,2,7,5,4,5,4,4,4,3,5,7,7,7,7,6,6,7,6,6,6,6,2,6,6,6,6,6,4,7,7,7,7,4,7,4,6,2,2,4,4,4,5,6,5.5,3,3,4,6,3,3.8
PAK225,Pakistan,40,Female,Upper middle,3,Muslim (Shia),Married,Master,Kazmi,6,7,7,7,6,6,6,2,4,2,5,3,6,6,6,2,5,2,7,6,6,7,7,5,4,1,5,6,6,6,6,5,6,4,6,5,6,7,1,7,7,7,7,7,7,7,7,7,7,4,1,6,1,1,1,1,1,1,6,5,5.5,5,5,6,5,6,5.4
PAK226,Pakistan,34,Female,Middle,2,Muslim (Shia),Married,Master,Syed,7,7,7,7,7,7,1,1,1,1,1,1,2,2,3,5,3,2,3,4,5,6,5,6,5,3,6,6,6,6,6,6,5,6,5,5,1,7,1,7,2,7,6,5,1,7,7,7,7,3,7,7,7,4,2,7,7,7,2,2,2,4,4,4,4,4,4
PAK227,Pakistan,24,Female,Middle,2,Muslim (Shia),Married,Bachelor,Punjabi,6,4,6,6,6,6,4,4,4,2,6,4,6,3,4,2,2,1,6,6,4,6,7,7,7,6,4,6,6,4,4,2,4,7,6,6,4,6,1,7,6,7,7,7,7,6,7,7,7,7,5,4,6,4,4,3,3,3,4,6,5,4,6,4,6,6,5.2
PAK228,Pakistan,23,Female,Upper middle,3,Muslim (Shia),Other,Master,Punjabi,5,5,5,4,4,7,4,3,3,4,2,2,3,6,6,2,2,2,5,4,3,5,4,3,3,1,7,6,6,6,5,5,5,6,5,5,5,1,3,6,5,2,4,5,2,3,5,6,6,5,5,2,5,3,2,4,3,3.5,6,6,6,5,3,4,4,5,4.2
PAK229,Pakistan,20,Female,Middle,2,Muslim (Shia),Unmarried,Master,Qurashi,5,5,6,6,6,6,4,3,6,2,4,5,6,6,6,3,2,2,2,7,3,4,6,4,1,6,2,5,6,6,4,4,4,6,4,5,6,5,3,6,6,6,6,6,1,4,6,4,5,6,2,3,6,2,2,3,3,3,5,5,5,6,6,5,6,4,5.4
PAK230,Pakistan,27,Female,Lower middle,1,Muslim (Shia),Married,Master,Bhatti,6,6,6,5,7,7,4,4,3,2,4,4,6,6,7,6,5,4,6,4,6,7,6,6,5,1,7,7,7,7,7,,7,6,3,4,4,7,1,7,6,7,7,7,7,2,6,6,6,7,6,6,4,4,1,5,5,5,5,5,5,4,5,4,3,5,4.2
PAK231,Pakistan,29,Female,Upper,4,Muslim (Shia),Married,MPhil,Rajpoot,7,7,7,6,7,7,3,3,3,1,2,1,7,7,7,4,4,4,7,7,7,6,6,7,6,1,7,7,7,7,6,7,7,7,7,7,5,7,4,7,7,7,1,7,4,3,1,2,1,4,4,4,4,4,1,4,5,4.5,7,7,7,6,5,3,5,6,5
PAK232,Pakistan,19,Female,Middle,2,Muslim (Shia),Married,Middle,Punjabi,7,7,7,7,7,7,5,5,5,1,6,6,6,6,6,2,3,3,6,6,6,6,6,5,4,7,1,7,7,7,7,6,6,7,7,7,7,3,5,7,7,7,7,7,6,7,7,7,7,7,5,2,7,1,1,2,2,2,7,7,7,7,7,7,7,7,7
PAK233,Pakistan,52,Female,Upper middle,3,Muslim (Shia),Married,Middle,Syed,7,7,7,7,7,7,2,2,2,1,6,3,6,6,6,3,5,3,6,5,6,5,5,4,4,1,7,7,7,7,7,7,7,7,7,7,7,6,2,6,6,6,6,6,6,7,7,5,5,4,3,2,6,3,2,5,4,4.5,7,7,7,6,6,6,3,3,4.8
PAK234,Pakistan,26,Female,Middle,2,Muslim (Shia),Married,Master,Mina,6,5,5,5,6,6,3,2,4,1,5,4,7,6,6,1,3,3,7,7,7,6,6,6,6,1,7,7,7,7,7,6,6,6,5,6,5,7,1,7,7,7,7,7,7,5,6,6,5,4,4,4,6,2,1,4,4,4,6,6,6,4,3,5,6,3,4.2
PAK235,Pakistan,45,Female,Middle,2,Muslim (Shia),Married,Middle,Punjabi,7,7,7,7,7,7,3,4,4,2,6,4,6,6,6,2,3,3,7,7,7,6,6,6,4,7,1,7,7,7,7,7,7,7,7,7,7,6,5,6,6,6,6,6,3,7,7,7,5,5,5,4,6,3,1,3,2,2.5,7,7,7,6,6,6,6,3,5.4
PAK236,Pakistan,53,Female,Lower middle,1,Muslim (Shia),Other,Middle,Punjabi,6,6,6,7,7,7,2,2,2,3,3,3,6,6,5,1,3,1,7,7,7,6,6,4,5,2,6,6,6,6,6,5,5,5,5,6,4,7,4,7,7,6,6,7,7,7,7,7,7,6,6,5,7,2,1,5,5,5,7,7,7,6,6,6,6,7,6.2
PAK237,Pakistan,35,Female,Middle,2,Muslim (Shia),Married,Master,Punjabi,7,7,6,7,4,5,3,5,2,2,3,2,6,5,5,4,5,3,6,6,6,4,5,1,5,2,6,6,7,6,6,6,5,6,5,6,5,6,1,5,6,6,6,6,6,7,7,4,7,6,7,4,6,6,4,7,6,6.5,2,6,4,1,6,3,2,6,3.6
PAK238,Pakistan,25,Female,Middle,2,Muslim (Shia),Married,Master,Syed,3,2,1,6,6,6,4,2,2,2,2,2,6,7,7,2,1,1,7,7,7,7,7,7,7,1,7,6,6,6,4,7,4,6,4,3,2,7,1,7,6,7,7,7,3,7,7,3,5,6,4,2,7,1,1,2,5,3.5,7,7,7,6,7,6,7,7,6.6
PAK239,Pakistan,26,Female,Middle,2,Muslim (Shia),Married,MPhil,Punjabi,7,5,5,7,6,7,4,1,2,1,2,2,7,7,7,1,4,1,7,7,6,6,6,7,7,1,6,5,4,6,6,5,4,6,4,6,2,7,1,7,7,7,7,7,7,6,7,7,7,7,6,2,6,2,1,1,1,1,7,7,7,6,6,6,6,6,6
PAK240,Pakistan,38,Female,Middle,2,Muslim (Shia),Married,Master,Khan,7,6,5,5,6,6,4,4,3,3,3,3,6,5,5,5,6,5,5,6,5,5,5,5,5,6,2,6,4,4,6,6,4,6,4,6,6,7,1,6,5,6,6,6,6,6,7,7,7,7,7,4,4,3,4,4,4,4,4,4,4,4,4,5,4,4,4.2
PAK241,Pakistan,34,Female,Middle,2,Muslim (Shia),Married,Middle,Punjabi,7,6,7,7,7,7,4,4,4,2,6,4,5,5,5,1,3,3,7,7,7,5,5,5,5,1,7,7,7,7,7,6,6,7,6,6,6,3,3,6,6,6,6,6,6,5,7,7,7,7,7,2,7,1,1,2,2,2,7,7,7,7,7,7,7,7,7
PAK242,Pakistan,27,Female,Middle,2,Muslim (Shia),Married,Middle,Punjabi,7,7,7,7,7,7,5,4,2,1,4,1,6,6,6,3,5,5,6,1,1,7,6,5,5,7,1,6,6,6,6,5,5,6,6,6,7,7,1,7,7,7,7,7,6,6,6,7,7,5,2,5,6,2,2,4,4,4,6,7,6.5,5,5,6,6,6,5.6
PAK243,Pakistan,58,Female,Upper middle,3,Muslim (Shia),Married,Matriculate,Punjabi,7,7,7,7,7,7,4,4,4,5,1,3,6,6,6,2,5,2,6,7,7,6,5,5,5,1,7,6,6,6,6,5,5,4,4,6,4,7,1,7,7,7,7,7,6,7,7,7,5,2,2,3,7,2,1,2,2,2,7,7,7,7,7,7,7,6,6.8
PAK244,Pakistan,18,Female,Middle,2,Muslim (Shia),Unmarried,Intermediate,Rajput,3,7,7,5,5,6,6,4,4,2,2,2,6,4,5,2,7,2,6,7,7,6,7,7,6,1,7,6,6,6,6,6,6,6,5,6,5,7,2,6,6,7,7,7,7,7,7,7,7,2,2,5,4,4,2,6,5,5.5,6,7,6.5,4,4,3,6,3,4
PAK245,Pakistan,32,Female,Middle,2,Muslim (Shia),Married,Master,Rajput,7,7,7,7,6,6,5,1,4,4,5,7,7,7,7,2,5,1,6,5,6,6,6,7,4,1,5,5,4,6,5,6,4,7,4,6,5,4,1,5,7,6,6,6,3,1,6,6,4,1,1,6,3,6,3,5,4,4.5,7,7,7,4,3,4,6,1,3.6
PAK246,Pakistan,27,Female,Upper middle,3,Muslim (Shia),Unmarried,Master,Gondal,7,7,6,7,7,7,5,3,4,4,5,5,6,7,6,2,6,2,7,6,7,6,7,7,5,1,6,4,5,6,6,7,4,7,4,6,5,4,2,6,7,6,7,6,3,1,5,7,4,1,2,7,3,5,2,5,4,4.5,7,6,6.5,4,4,5,6,1,4
PAK247,Pakistan,29,Female,Middle,2,Muslim (Shia),Married,Bachelor,Syed,7,7,6,7,6,7,2,4,4,4,6,5,5,6,5,5,6,2,7,6,6,6,6,7,4,1,5,5,4,6,5,6,4,7,4,6,5,4,2,6,7,5,7,7,3,1,6,7,4,2,1,7,3,6,1,5,4,4.5,6,6,6,3,3,4,7,2,3.8
PAK248,Pakistan,33,Female,Upper,4,Muslim (Shia),Married,Master,Butt,3,3,1,4,1,1,1,1,1,1,1,1,6,6,6,6,6,6,5,3,5,6,7,6,6,1,6,5,5,6,7,3,2,5,4,6,3,7,1,3,7,5,3,5,3,7,6,6,6,6,5,3,6,3,1,1,1,1,6,7,6.5,6,7,6,7,7,6.6
PAK249,Pakistan,26,Female,Middle,2,Muslim (Shia),Married,Illiterate,Qurashi,7,7,7,7,7,5,4,4,4,1,4,2,6,6,6,6,5,2,7,6,6,5,4,4,5,1,7,7,7,7,7,6,6,7,6,6,6,6,2,6,6,6,6,6,4,7,7,7,7,4,7,4,5,2,2,4,4,4,5,6,5.5,3,3,4,5,3,3.6
PAK250,Pakistan,34,Female,Upper middle,3,Muslim (Shia),Unmarried,Bachelor,Naqvi,6,7,7,7,6,6,6,2,4,2,5,3,7,7,7,2,5,2,7,4,7,7,7,7,6,2,6,6,6,6,6,5,6,4,6,5,6,7,1,7,7,7,7,7,7,7,7,7,7,4,1,6,1,1,1,1,1,1,6,5,5.5,5,5,6,5,6,5.4
PAK251,Pakistan,32,Female,Lower middle,1,Muslim (Shia),Married,MPhil,Rizvi,7,7,7,7,7,7,1,1,1,1,1,1,2,2,3,5,3,2,3,5,7,6,5,5,5,1,7,6,6,6,6,6,5,6,5,5,1,7,1,7,2,7,6,5,1,7,7,7,7,3,7,7,7,4,2,7,7,7,2,2,2,4,4,4,4,4,4
PAK252,Pakistan,33,Female,Middle,2,Muslim (Shia),Married,Master,Punjabi,6,6,6,6,6,6,2,2,2,1,1,1,6,6,6,3,3,3,6,6,6,6,6,5,5,1,7,6,6,6,6,5,5,6,4,6,6,6,3,6,6,6,6,6,6,6,6,7,3,4,4,6,4,5,1,5,3,4,6,6,6,4,5,4,6,4,4.6
PAK253,Pakistan,27,Female,Middle,2,Muslim (Shia),Unmarried,Master,Syed,7,7,6,2,6,7,5,4,4,4,6,5,6,6,7,3,6,2,7,6,6,6,6,7,5,2,6,5,4,6,5,6,4,7,4,7,6,4,2,6,7,5,7,7,3,1,6,7,4,2,1,7,4,6,1,5,5,5,6,6,6,4,3,4,6,1,3.6
PAK254,Pakistan,35,Female,Upper middle,3,Muslim (Shia),Married,MPhil,Syed,6,5,7,3,6,5,6,4,4,6,4,6,6,6,5,2,5,3,7,6,7,7,5,6,5,3,5,6,4,7,6,7,4,7,4,6,5,4,3,5,6,6,7,5,2,2,6,6,4,1,2,6,4,6,2,6,5,5.5,5,6,5.5,4,3,3,7,2,3.8
PAK255,Pakistan,27,Male,Middle,2,Christian (Protestant),Unmarried,MPhil,Punjabi,6,6,6,6,7,7,2,2,2,2,3,3,6,6,6,1,1,1,7,6,6,6,6,6,5,5,2,6,6,6,6,5,6,6,6,6,4,7,1,7,7,7,7,7,7,7,7,7,7,7,6,4,6,6,2,5,5,5,6,7,6.5,4,5,6,6,6,5.4
PAK256,Pakistan,25,Male,Lower middle,1,Christian (Catholic),Married,Intermediate,Punjabi,5,6,6,5,6,7,3,3,2,2,2,3,7,7,6,3,4,3,6,5,7,7,7,7,5,2,7,6,5,6,5,6,6,6,5,6,6,6,2,6,6,6,6,6,6,6,6,6,5,5,6,4,6,7,3,6,5,5.5,6,6,6,4,6,6,6,7,5.8
PAK257,Pakistan,50,Male,Middle,2,Christian (Protestant),Married,Master,Punjabi,6,6,6,6,6,6,4,4,4,4,4,4,6,5,5,5,4,4,5,3,6,5,6,6,6,6,1,6,4,6,5,4,4,4,4,6,4,5,3,5,5,5,5,5,5,4,4,4,4,4,4,4,4,3,4,4,4,4,6,6,6,5,5,5,5,5,5
PAK258,Pakistan,57,Male,Upper middle,3,Christian (Protestant),Married,Master,Punjabi,7,7,7,7,7,7,1,2,2,1,3,2,7,7,7,2,3,3,6,5,6,6,6,6,6,1,6,6,5,7,5,5,7,7,6,6,5,3,2,7,7,7,7,7,7,3,7,4,4,3,1,3,4,4,3,2,4,3,6,6,6,5,5,3,5,3,4.2
PAK259,Pakistan,60,Male,Middle,2,Christian (Protestant),Married,Matriculate,Punjabi,7,7,7,7,7,7,3,4,4,1,2,2,7,7,7,1,2,1,7,7,7,7,7,6,7,7,1,7,7,6,6,5,5,7,7,6,6,5,1,7,7,7,7,7,7,7,7,4,4,4,2,5,7,1,1,1,1,1,7,7,7,6,7,7,7,7,6.8
PAK260,Pakistan,55,Male,Middle,2,Christian (Catholic),Married,Bachelor,Punjabi,7,7,7,7,7,7,3,4,4,1,2,2,7,7,7,2,2,2,7,7,7,7,7,6,7,1,6,7,7,7,7,6,6,7,7,5,6,5,1,7,7,7,7,7,7,7,7,4,4,4,2,5,7,1,1,1,1,1,7,7,7,6,7,7,7,7,6.8
PAK261,Pakistan,26,Male,Middle,2,Christian (Catholic),Unmarried,Bachelor,Punjabi,6,6,6,4,5,6,4,5,5,6,4,4,6,6,5,2,6,5,5,4,3,5,4,4,5,4,5,5,4,3,5,2,5,4,5,4,3,5,3,6,5,4,4,6,4,3,3,4,4,3,5,4,6,6,5,6,4,5,6,6,6,6,4,3,4,5,4.4
PAK262,Pakistan,33,Male,Middle,2,Christian (Protestant),Married,Bachelor,Punjabi,6,6,6,7,7,7,3,3,3,1,3,3,5,5,7,4,4,4,5,6,5,5,4,5,5,1,7,7,7,6,6,7,6,6,7,6,6,6,2,6,6,6,6,6,4,5,5,6,5,4,4,4,7,6,2,4,4,4,7,7,7,5,5,5,5,5,5
PAK263,Pakistan,28,Male,Lower middle,1,Christian (Catholic),Married,Matriculate,Punjabi,7,7,7,7,7,7,2,2,12,2,1,2,6,6,6,1,3,2,3,2,6,6,6,6,4,1,7,7,7,7,7,5,6,5,5,6,5,7,1,7,7,7,7,5,1,7,5,6,5,4,2,4,7,6,6,4,2,3,6,5,5.5,6,6,6,4,2,4.8
PAK264,Pakistan,28,Male,Lower middle,1,Christian (Catholic),Married,Matriculate,Punjabi,7,7,7,7,7,7,2,2,12,2,1,2,6,6,7,1,3,2,3,2,6,6,6,6,4,1,7,6,7,6,7,5,6,6,5,6,5,7,1,7,7,7,7,5,2,5,5,6,5,4,2,4,7,6,6,4,2,3,7,6,6.5,6,6,6,4,2,4.8
PAK265,Pakistan,30,Male,Middle,2,Christian (Catholic),Unmarried,Bachelor,Punjabi,7,7,7,7,7,7,2,5,3,1,3,3,7,7,7,1,2,1,6,7,7,6,6,6,3,7,1,6,7,7,6,5,6,6,6,6,6,7,1,7,7,7,7,7,7,7,7,7,7,7,3,1,7,1,1,1,1,1,7,7,7,7,7,7,7,7,7
PAK266,Pakistan,30,Male,Middle,2,Christian (Catholic),Unmarried,Bachelor,Punjabi,7,7,7,7,7,7,2,5,3,1,3,3,7,5,7,3,2,3,6,7,7,6,6,6,3,1,6,6,7,7,6,5,6,6,6,6,6,7,1,7,7,7,7,7,7,7,7,7,7,7,3,1,7,1,1,1,1,1,7,7,7,7,7,7,7,7,7
PAK267,Pakistan,25,Male,Middle,2,Christian (Catholic),Unmarried,Master,Punjabi,6,6,6,6,5,6,5,6,7,1,3,5,6,5,6,6,7,7,5,3,4,6,5,4,5,4,5,3,5,2,2,4,4,2,4,3,3,5,3,4,5,4,4,6,4,3,3,4,4,2,4,6,6,6,4,5,4,4.5,6,6,6,5,4,4,4,5,4.4
PAK268,Pakistan,28,Male,Upper middle,3,Christian (Protestant),Married,MPhil,Punjabi,6,6,6,7,7,5,5,5,4,2,3,4,4,4,5,6,6,5,6,2,4,6,5,5,6,2,6,6,6,6,4,3,4,4,3,5,5,6,3,3,5,3,3,5,4,3,4,3,3,4,6,4,5,5,4,4,3,3.5,6,6,6,4,5,5,6,5,5
PAK269,Pakistan,45,Male,Middle,2,Christian (Protestant),Married,MPhil,Punjabi,6,5,6,5,4,5,6,5,6,6,6,5,7,5,7,2,4,2,4,6,6,6,6,6,5,6,1,6,7,6,5,6,5,6,6,6,6,4,2,6,5,6,6,6,4,4,7,4,5,4,4,7,5,4,1,6,1,3.5,6,6,6,7,6,5,6,6,6
PAK270,Pakistan,44,Male,Middle,2,Christian (Protestant),Married,Master,Bhatti,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,2,6,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,6,4,4,4,6,6,6,6,6,6,3,3,4,4,6,4
PAK271,Pakistan,45,Male,Lower middle,1,Christian (Protestant),Married,Middle,Punjabi,6,6,6,7,7,7,5,6,6,1,4,4,6,6,6,3,2,2,4,2,6,4,6,3,,6,1,6,6,6,6,6,6,6,7,6,6,7,1,7,7,7,7,7,5,7,7,7,7,7,2,2,7,1,1,2,2,2,7,7,7,6,6,6,6,6,6
PAK272,Pakistan,30,Male,Middle,2,Christian (Protestant),Married,Middle,Punjabi,7,7,7,7,7,7,5,2,5,1,5,5,7,7,7,2,2,2,7,6,6,6,2,6,5,7,1,7,7,6,6,5,5,7,6,5,6,7,1,7,7,7,7,7,6,7,7,7,7,7,7,2,7,1,1,2,6,4,7,7,7,7,7,6,6,6,6.4
PAK273,Pakistan,40,Male,Middle,2,Christian (Protestant),Married,Middle,Punjabi,6,6,6,7,7,7,5,3,4,1,5,4,6,7,7,4,3,3,5,5,5,5,4,4,4,1,6,6,6,7,6,4,4,6,4,5,4,7,1,7,7,7,7,7,7,7,7,7,7,7,5,4,7,2,2,3,2,2.5,6,6,6,5,6,5,6,4,5.2
PAK274,Pakistan,36,Male,Middle,2,Christian (Protestant),Married,Middle,Punjabi,7,7,7,7,7,7,5,4,5,1,5,4,7,7,7,1,2,2,1,1,6,6,6,6,6,7,1,7,7,7,7,5,7,7,6,6,6,7,1,7,7,7,7,7,7,7,7,7,7,4,1,6,7,1,1,4,4,4,7,7,7,7,6,6,6,7,6.4
PAK275,Pakistan,47,Male,Middle,2,Christian (Protestant),Married,Intermediate,Punjabi,6,6,6,7,7,7,5,5,4,1,5,4,6,6,6,1,2,2,6,4,6,6,5,6,4,1,6,7,7,7,7,5,5,7,4,6,4,4,4,7,7,7,7,7,4,7,7,5,5,7,4,5,7,1,1,4,5,4.5,7,7,7,7,6,4,6,6,5.8
PAK276,Pakistan,38,Male,Middle,2,Christian (Protestant),Married,Middle,Punjabi,7,7,7,7,7,7,5,5,5,1,5,5,6,6,6,1,2,2,6,7,6,6,5,6,4,1,7,7,6,6,6,6,6,6,6,6,6,7,1,7,7,7,7,7,3,7,7,7,7,7,7,3,7,1,1,1,1,1,7,7,7,7,7,6,6,6,6.4
PAK277,Pakistan,24,Male,Middle,2,Christian (Protestant),Married,Intermediate,Punjabi,6,4,6,7,7,7,4,2,5,1,6,5,7,7,7,2,2,2,6,7,7,6,6,7,2,1,7,6,6,6,6,5,5,6,6,6,5,6,2,7,7,7,7,7,6,7,7,5,5,7,2,6,7,4,1,4,2,3,7,7,7,3,6,7,7,4,5.4
PAK278,Pakistan,32,Male,Middle,2,Christian (Protestant),Married,Middle,Punjabi,7,7,7,7,7,7,5,6,6,2,5,5,6,6,6,5,2,3,6,7,6,6,4,5,3,1,7,6,7,7,6,6,6,6,5,6,6,7,1,7,7,7,7,7,2,7,7,5,7,7,7,2,7,1,1,3,3,3,6,6,6,6,6,6,6,6,6
PAK279,Pakistan,42,Male,Middle,2,Christian (Protestant),Married,Middle,Punjabi,7,7,7,7,7,7,5,5,5,1,6,6,6,6,6,6,2,3,6,7,6,6,4,5,5,1,7,6,6,5,6,4,4,4,4,5,4,7,1,7,7,7,7,7,2,7,7,6,7,7,7,2,7,1,1,3,3,3,7,7,7,6,6,6,6,6,6
PAK280,Pakistan,32,Male,Middle,2,Christian (Catholic),Married,Middle,Punjabi,6,6,6,7,7,7,5,5,5,1,5,5,6,6,6,2,3,3,6,6,6,6,4,6,6,7,1,6,6,6,6,4,4,5,5,6,6,7,1,7,7,7,7,7,4,7,7,7,7,7,5,3,7,1,1,3,2,2.5,6,7,6.5,6,6,6,6,6,6
PAK281,Pakistan,50,Male,Middle,2,Christian (Catholic),Married,Middle,Bhatti,6,6,6,7,6,6,4,3,5,1,5,4,7,6,6,2,3,3,6,7,7,6,4,6,5,1,7,6,6,6,5,4,4,4,4,5,4,7,1,7,7,7,7,7,6,7,7,7,7,7,7,5,7,1,4,2,4,3,6,6,6,6,6,6,7,6,6.2
PAK282,Pakistan,42,Male,Middle,2,Christian (Catholic),Married,Middle,Bhatti,7,7,7,7,7,7,2,2,4,1,2,2,6,6,6,1,2,2,6,4,5,6,5,6,4,1,7,6,6,6,6,6,5,6,5,6,5,7,1,7,7,7,7,7,3,6,7,6,4,4,2,6,7,2,1,4,4,4,7,7,7,6,6,6,6,6,6
PAK283,Pakistan,48,Male,Middle,2,Christian (Catholic),Married,Middle,Bhatti,7,7,7,7,7,7,7,5,5,1,5,3,6,6,5,1,1,1,7,6,7,6,6,5,6,7,1,6,6,6,6,7,7,6,6,7,7,2,1,7,7,7,7,7,6,7,7,7,7,7,7,6,7,1,1,5,5,5,7,7,7,5,6,6,6,6,5.8
PAK284,Pakistan,28,Male,Middle,2,Christian (Catholic),Married,Illiterate,Bhatti,7,7,7,7,7,7,3,2,1,1,2,1,7,7,7,1,3,1,5,4,5,5,5,4,4,7,1,7,6,6,6,5,5,6,5,6,5,1,1,7,7,7,7,7,4,7,7,7,7,7,6,5,7,3,1,4,4,4,7,7,7,6,5,6,6,5,5.6
PAK285,Pakistan,33,Male,Middle,2,Christian (Catholic),Married,Middle,Bhatti,6,6,6,7,6,7,3,5,5,1,4,1,7,6,7,1,2,3,7,7,7,6,6,6,6,,6,1,6,6,6,4,4,6,6,5,4,7,1,7,7,7,7,7,7,7,7,7,7,7,7,5,7,2,1,2,2,2,7,7,7,6,6,6,6,6,6
PAK286,Pakistan,41,Male,Middle,2,Christian (Catholic),Married,Middle,Bhatti,6,6,6,7,7,7,6,5,5,1,5,3,7,7,7,1,2,2,7,7,7,6,6,7,3,1,6,6,6,6,6,5,5,6,4,5,6,7,1,7,7,7,7,7,7,7,7,7,7,7,7,6,7,2,1,1,1,1,7,7,7,6,6,6,7,7,6.4
PAK287,Pakistan,50,Male,Middle,2,Christian (Catholic),Married,Matriculate,Bhatti,7,7,7,7,7,7,3,3,4,1,5,1,7,7,7,1,1,2,7,7,7,6,6,6,5,7,1,6,6,6,6,5,5,5,5,5,5,7,1,7,7,7,7,7,2,7,7,7,7,6,4,3,7,2,1,3,1,2,7,7,7,7,7,7,6,6,6.6
PAK288,Pakistan,26,Male,Middle,2,Christian (Catholic),Married,Middle,Bhatti,6,6,6,7,7,7,5,6,6,2,5,5,5,5,5,3,4,4,5,4,6,6,6,4,4,6,1,6,6,6,7,5,5,7,6,6,4,6,2,6,6,6,6,6,4,7,7,7,7,7,7,3,7,2,4,3,1,2,7,7,7,5,5,4,5,6,5
PAK289,Pakistan,22,Male,Middle,2,Christian (Catholic),Unmarried,Intermediate,Bhatti,6,6,6,7,7,7,4,5,5,2,5,5,6,6,6,4,3,3,7,4,6,4,5,5,4,6,1,6,6,6,6,4,4,5,6,6,5,7,1,7,7,7,7,7,4,7,7,7,7,7,7,4,7,2,2,4,4,4,7,7,7,6,7,4,6,6,5.8
