id,country,age,gender,ses,fses,religion,married,education,ethnicity,IGF01,IGF02,IGF03,IGI01,IGI02,IGI03,OGF01,OGF02,OGF03,OGI01,OGI02,OGI03,ENDBCL01,ENDBCL02,ENDBCL03,ENDBBL01,ENDBBL02,ENDBBL03,empathic_concern_01,empathic_concern_02,empathic_concern_03,perspective_taking_01,perspective_taking_02,perspective_taking_03,perspective_taking_04,event_positive_affect,event_negative_affect,event_episodic_recall_01,event_episodic_recall_02,event_shared_perception_01,event_shared_perception_02,event_reflection_01,event_reflection_02,event_transformative_indiv_01,event_transformative_indiv_02,event_transformative_group_01,event_transformative_group_02,religious_freedom_per_01,religious_freedom_per_02,religious_freedom_per_03,religious_freedom_per_04,religious_freedom_per_05,religious_freedom_per_06,religious_freedom_per_07,religious_freedom_per_08,religious_freedom_exp_01,religious_freedom_exp_02,religious_freedom_exp_03,religious_freedom_exp_04,religious_freedom_exp_05,religious_freedom_exp_06
UGA277,Uganda,23,Female,Lower middle,1,Other,Not married,Primary,Japhadollah,7,7,7,6,6,6,2,2,2,2,2,2,6,6,6,6,6,6,6,6,5,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,5,3,5,5,5,6,6,6,7,7,7,7,7,7
UGA278,Uganda,60,Male,Lower middle,1,Christian: Protestant,Married,Primary,Etesot,7,7,7,7,7,7,4,4,4,5,3,4,6,6,6,6,5,5,7,7,7,6,6,6,5,7,6,7,7,7,7,7,6,7,7,6,6,7,1,7,7,7,7,7,7,7,7,7,7,7,7
UGA279,Uganda,35,Female,Lower middle,1,Christian: Catholic,Married,Primary,Etesot,7,7,7,7,7,7,4,4,4,4,4,4,7,6,6,5,5,5,7,6,7,6,6,6,6,6,2,7,7,7,7,7,7,7,7,6,6,6,1,6,7,7,7,7,6,7,7,7,7,5,5
UGA280,Uganda,39,Male,Middle,2,Christian: Catholic,Married,Tertiary,Japhadollah,7,7,7,7,7,7,6,6,6,3,3,3,7,7,7,1,1,1,6,2,6,6,6,6,6,1,7,7,7,7,7,6,7,7,1,7,4,2,1,6,6,6,6,6,6,5,7,7,6,6,6
UGA281,Uganda,23,Female,Lower middle,1,Christian: Catholic,Not married,Primary,Japhadollah,7,7,7,6,6,6,1,1,1,2,2,2,7,7,7,1,1,1,7,1,7,7,7,7,7,6,4,7,7,6,6,7,5,5,6,5,6,7,2,7,7,7,7,7,7,7,7,7,7,7,7
UGA282,Uganda,54,Female,Upper middle,3,Christian: Catholic,Married,Primary,Atesot,7,6,7,6,7,6,3,3,3,2,3,1,6,7,7,6,5,6,6,1,7,7,6,7,7,7,2,6,7,7,7,7,7,7,7,6,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7
UGA283,Uganda,34,Female,Lower middle,1,Christian: Protestant,Married,Primary,Atesot,7,7,7,6,6,6,2,2,2,2,2,2,6,6,6,7,7,6,6,6,6,6,6,6,6,2,6,7,6,6,6,6,6,6,6,6,6,6,2,6,5,5,5,6,6,7,7,7,7,7,7
UGA284,Uganda,52,Female,Lower middle,1,Christian: Protestant,Not married,None,Etesot,6,6,6,6,6,6,2,2,2,2,2,2,4,5,5,3,3,3,6,2,6,5,6,6,6,1,1,7,7,7,7,6,4,6,6,6,6,6,2,6,6,6,6,6,6,7,7,5,7,7,7
UGA285,Uganda,40,Male,Lower middle,1,Christian: Protestant,Married,Primary,Mugishu,7,7,7,6,6,6,1,1,1,1,1,1,3,5,5,6,6,4,6,2,6,6,6,6,6,5,5,7,7,7,6,7,7,7,7,7,6,7,1,7,7,7,7,7,7,7,7,7,7,5,4
UGA286,Uganda,37,Male,Lower middle,1,Christian: Protestant,Married,Primary,Japhadollah,7,7,7,6,6,6,1,1,1,2,2,2,5,5,5,4,6,6,5,3,6,5,5,5,6,7,1,7,7,7,6,5,6,4,5,5,4,6,1,6,4,5,5,7,2,7,7,7,7,7,7
UGA287,Uganda,54,Male,Middle,2,Christian: Catholic,Married,Primary,Etesot,7,7,7,7,7,7,6,6,6,6,6,6,7,7,7,1,1,1,7,7,7,7,7,7,7,1,7,7,7,7,7,6,7,7,5,5,5,7,1,7,7,7,7,6,7,7,7,7,4,4,6
UGA288,Uganda,27,Female,Lower middle,1,Other,Married,Primary,Atesot,7,7,7,7,7,7,5,5,5,5,5,5,7,7,7,1,1,1,7,7,7,6,6,6,7,1,7,7,7,7,7,7,7,7,2,4,4,7,7,7,7,7,7,7,7,7,7,7,7,5,5
UGA289,Uganda,63,Male,Lower middle,1,Christian: Protestant,Married,Secondary,Etesot,6,6,5,6,6,6,2,2,2,2,2,2,6,6,6,7,6,6,6,2,5,5,6,6,6,7,1,6,6,6,6,6,6,6,3,6,6,7,1,6,5,6,6,6,1,7,7,7,7,7,7
UGA290,Uganda,42,Female,Lower middle,1,Christian: Catholic,Married,None,Atesot,7,7,7,6,6,7,2,2,2,1,1,1,6,6,6,6,6,6,3,6,4,6,6,5,5,6,1,6,6,6,7,6,7,7,6,5,4,2,3,5,6,6,7,7,3,7,7,7,7,7,7
UGA291,Uganda,27,Male,Middle,2,Muslim: Sunni,Married,Secondary,Musaoga,7,6,6,2,6,6,4,2,2,2,2,3,2,6,6,6,7,5,6,6,6,6,4,5,6,7,2,6,7,2,6,5,3,7,2,6,7,6,6,7,7,7,7,7,7,7,7,4,2,4,3
UGA292,Uganda,26,Female,Lower middle,1,Other,Married,Secondary,Atesot,7,7,7,7,7,7,4,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,2,6,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,6,2,7,7,7,7,7,5
UGA293,Uganda,22,Female,Lower middle,1,Other,Married,Primary,Etesot,7,7,7,7,7,7,4,4,4,4,4,4,7,6,6,4,4,4,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,5
UGA294,Uganda,21,Female,Lower middle,1,Christian: Protestant,Married,Secondary,Atesot,7,7,7,7,7,7,4,4,4,4,4,4,7,6,6,4,4,4,7,6,6,6,6,6,6,7,5,7,7,7,7,7,6,7,7,6,6,7,1,7,7,7,7,7,6,7,7,7,7,7,7
UGA295,Uganda,27,Male,Lower middle,1,Christian: Protestant,Married,Primary,Etesot,6,6,6,6,6,6,5,5,5,5,5,5,5,6,6,6,6,6,5,2,6,5,5,5,6,7,1,6,6,6,6,6,6,7,6,6,7,6,2,6,5,5,6,6,5,7,7,7,7,7,7
UGA296,Uganda,36,Male,Lower middle,1,Christian: Catholic,Married,Secondary,Etesot,6,6,6,7,6,6,3,3,3,2,2,2,6,6,6,6,6,6,6,2,5,5,6,6,5,5,6,6,6,6,6,5,7,6,5,6,5,6,2,6,5,6,5,6,6,7,7,7,7,7,7
UGA297,Uganda,20,Female,Lower middle,1,Other,Not married,Secondary,Atesot,7,7,7,7,7,7,2,2,2,2,2,2,6,6,6,6,6,6,6,6,7,6,6,6,5,6,1,6,6,4,5,7,6,7,7,6,6,2,6,6,6,6,6,6,6,7,7,7,7,7,7
UGA298,Uganda,48,Male,Lower middle,1,Other,Married,Primary,Etesot,7,7,7,7,7,7,1,1,1,1,1,1,7,7,7,7,7,7,6,7,7,7,7,7,7,7,4,6,6,7,7,7,7,6,7,7,7,7,2,5,7,7,5,7,7,7,7,7,7,4,4
UGA299,Uganda,21,Male,Lower middle,1,Other,Married,Primary,Etesot,6,6,6,6,6,6,2,2,2,2,2,2,6,6,6,7,7,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,7,2,5,5,6,6,6,6,7,7,5,4,5,5
UGA300,Uganda,24,Male,Lower middle,1,Christian: Catholic,Married,Primary,Japhadollah,6,6,6,6,6,6,5,5,5,5,5,5,7,7,7,1,1,1,1,2,1,6,6,6,6,7,4,7,7,7,7,2,1,7,7,6,5,7,1,7,7,7,7,7,7,7,7,7,7,7,7
UGA301,Uganda,25,Female,Lower middle,1,Christian: Protestant,Married,Primary,Japhadollah,7,7,7,7,7,7,4,4,4,4,4,4,7,7,7,1,1,1,7,7,7,6,7,7,7,1,7,7,7,7,7,7,7,6,7,5,4,7,2,6,6,7,7,7,7,7,7,4,7,4,4
UGA302,Uganda,51,Female,Lower middle,1,Other,Married,Primary,Japhadollah,7,7,7,7,7,7,1,1,1,1,1,1,6,5,6,6,6,6,6,7,5,5,5,6,5,7,1,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,7,7,7,4,4,4
UGA303,Uganda,54,Female,Lower middle,1,Christian: Catholic,Married,None,Musoga,7,7,7,7,7,7,1,1,1,1,1,1,6,6,6,6,5,6,6,3,5,6,5,5,5,7,1,5,5,6,6,6,6,7,7,7,6,6,6,6,5,6,7,6,6,7,7,7,7,7,7
UGA304,Uganda,32,Female,Lower middle,1,Other,Married,Secondary,Mugishu,6,6,6,6,6,6,3,2,3,3,3,3,7,7,7,1,1,1,6,6,6,6,6,6,6,1,7,7,7,7,7,7,7,7,7,7,7,6,2,6,7,7,4,6,6,7,7,7,7,7,7
UGA305,Uganda,45,Male,Lower middle,1,Christian: Catholic,Married,Primary,Etesot,4,4,4,7,7,7,1,1,1,1,1,1,7,7,7,2,6,6,6,2,6,6,6,6,6,1,7,7,7,7,1,7,7,5,7,1,1,6,2,6,6,6,6,6,6,7,7,5,4,4,4
UGA306,Uganda,26,Female,Lower middle,1,Christian: Protestant,Married,Primary,Atesot,6,6,6,6,6,6,3,3,3,2,2,2,6,4,6,6,6,6,4,4,6,5,4,6,6,1,7,7,7,7,1,7,7,1,7,1,1,5,1,6,7,7,7,7,6,7,7,7,7,2,2
UGA307,Uganda,37,Female,Lower middle,1,Other,Married,Primary,Atesot,7,7,7,7,7,7,1,1,1,1,1,1,4,4,4,4,4,4,6,5,6,6,6,6,6,2,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,5,7,7,7,7,7,4,2,2
UGA308,Uganda,28,Female,Middle,2,Christian: Protestant,Married,Secondary,Atesot,6,6,6,7,7,6,2,2,2,2,2,2,6,7,6,6,6,6,6,6,6,6,6,6,7,2,7,7,7,7,7,7,,7,,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7
UGA309,Uganda,33,Female,Middle,2,Christian: Catholic,Married,Secondary,Japhadollah,7,7,7,6,6,6,3,2,3,1,2,1,7,7,7,1,1,1,7,1,7,7,7,7,7,5,1,6,6,7,7,7,6,6,6,6,6,7,1,7,7,7,7,7,7,7,7,7,7,7,7
UGA310,Uganda,22,Male,Lower middle,1,Christian: Catholic,Married,Primary,Japhadollah,7,7,7,7,7,7,5,5,5,5,5,5,7,7,7,1,1,1,7,1,7,7,7,6,6,6,1,7,7,6,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7
UGA311,Uganda,33,Female,Middle,2,Christian: Protestant,Married,Primary,Japhadollah,6,6,6,6,6,6,2,3,3,3,3,3,6,6,6,6,5,6,6,5,6,4,4,3,4,6,1,6,6,6,6,6,6,6,6,6,6,6,2,6,6,7,6,6,6,7,5,5,7,5,5
UGA312,Uganda,62,Male,Lower middle,1,Christian: Catholic,Not married,Primary,Japhadollah,6,6,6,5,5,5,2,2,2,2,2,2,6,6,6,6,4,4,6,6,6,6,6,6,6,1,7,6,6,6,6,6,6,6,6,4,4,6,2,6,6,6,6,6,6,3,3,4,4,7,7
UGA313,Uganda,44,Female,Lower middle,1,Christian: Catholic,Not married,Primary,Munyoli,7,7,7,7,7,7,6,6,6,6,6,6,7,7,7,1,1,1,7,7,7,7,7,7,7,1,7,7,7,6,6,6,6,7,5,5,5,7,2,7,7,7,7,7,7,7,7,7,7,7,7
UGA314,Uganda,20,Female,Middle,2,Christian: Catholic,Not married,Primary,Atesot,7,7,7,7,7,7,1,1,1,1,1,1,6,6,6,4,6,6,6,7,6,5,5,6,6,7,1,6,6,7,7,7,7,7,7,6,6,6,2,5,6,6,7,6,6,7,7,7,4,4,4
UGA315,Uganda,22,Female,Lower middle,1,Other,Married,Secondary,Atesot,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,2,2,6,6,2,6,6,5,6,6,7,1,7,7,6,6,7,7,7,7,7,6,6,2,6,6,6,6,6,6,7,7,7,7,7,7
UGA316,Uganda,32,Female,Middle,2,Christian: Catholic,Married,Primary,Samia,6,6,6,6,6,6,3,3,3,3,3,3,6,6,2,6,6,6,6,3,6,5,6,6,6,7,1,6,6,6,6,6,6,7,7,6,6,2,5,2,5,6,6,6,6,7,7,7,7,4,7
UGA317,Uganda,20,Female,Middle,2,Other,Not married,Secondary,Japhadollah,7,7,7,7,7,7,3,3,3,3,3,3,6,6,6,2,2,2,6,6,7,6,6,6,5,7,2,6,6,6,6,6,6,,6,6,6,6,2,6,6,6,6,6,6,7,7,7,7,7,7
UGA318,Uganda,25,Female,Lower middle,1,Christian: Protestant,Not married,Secondary,Atesot,7,6,6,6,6,6,2,2,2,2,2,2,2,6,6,6,7,6,6,6,6,7,6,7,7,7,6,6,6,6,6,7,6,7,2,6,6,6,2,6,7,7,6,6,6,7,7,3,4,3,3
UGA319,Uganda,22,Female,Lower middle,1,Christian: Protestant,Not married,Secondary,Atesot,7,6,6,6,6,6,2,2,2,2,2,2,2,6,5,6,6,7,6,6,7,7,6,6,7,3,7,7,6,6,7,2,2,2,2,6,2,6,2,6,7,6,2,6,6,7,7,7,7,7,7
UGA320,Uganda,28,Male,Middle,2,Christian: Catholic,Married,Secondary,Etesot,7,7,7,6,6,7,1,1,1,1,1,1,4,4,3,6,6,6,7,1,6,6,6,6,7,7,1,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,1,7,7,7,7,7,7
UGA321,Uganda,68,Female,Lower middle,1,Christian: Catholic,Not married,None,Atesot,7,7,7,6,6,6,1,1,1,1,1,1,5,4,5,6,6,5,6,2,6,5,4,5,6,6,1,6,5,5,5,6,6,4,5,5,6,5,1,5,5,5,6,6,4,7,7,7,7,7,7
UGA322,Uganda,23,Female,Lower middle,1,Muslim: Sunni,Married,Primary,Japhadollah,7,6,6,6,6,6,1,2,2,2,2,2,6,6,6,4,3,5,6,2,6,5,5,6,7,7,7,5,5,6,7,7,7,7,7,4,4,7,3,6,6,6,6,6,6,7,7,7,7,7,7
UGA323,Uganda,34,Female,Middle,2,Other,Married,Secondary,Japhadollah,6,6,6,7,6,6,2,2,2,2,2,2,6,6,6,6,6,7,7,7,7,4,4,4,4,6,2,6,6,5,7,6,7,7,7,7,6,2,3,6,6,6,6,6,6,5,5,7,5,5,5
UGA324,Uganda,44,Female,Middle,2,Christian: Catholic,Married,Primary,Atesot,6,6,6,5,6,6,2,2,2,2,2,2,6,5,5,6,5,4,5,5,5,4,4,4,5,6,3,6,6,6,6,5,7,6,6,6,7,6,6,6,6,6,6,6,6,3,5,5,4,4,4
UGA325,Uganda,32,Female,Lower middle,1,Christian: Catholic,Married,Primary,Japhadollah,6,6,5,7,6,6,1,1,1,1,1,1,6,6,5,5,4,6,6,5,6,4,6,6,4,6,1,7,6,7,7,7,5,6,7,6,7,5,4,5,4,6,6,6,5,7,4,7,4,5,5
UGA326,Uganda,28,Female,Lower middle,1,Christian: Catholic,Married,Primary,Japhadollah,6,6,6,6,6,6,5,5,5,5,5,5,6,6,5,5,6,4,6,2,6,6,5,5,5,7,1,7,6,6,6,6,6,6,6,6,6,7,2,6,6,6,6,6,6,7,7,7,7,7,7
UGA327,Uganda,35,Female,Lower middle,1,Christian: Protestant,Married,Primary,Atesot,6,6,6,6,6,6,2,2,2,2,2,2,6,6,6,2,2,6,6,6,6,5,6,6,6,7,1,6,6,6,6,6,6,7,6,6,6,6,2,6,2,6,6,5,6,7,7,7,7,7,7
UGA328,Uganda,27,Male,Middle,2,Christian: Protestant,Married,Secondary,Etesot,7,7,7,7,7,7,4,4,4,2,2,2,6,6,6,6,6,6,6,7,6,6,6,6,6,1,7,7,7,7,7,6,5,1,1,5,5,6,2,6,6,6,6,6,6,7,7,7,7,3,3
UGA329,Uganda,35,Female,Middle,2,Christian: Catholic,Married,Secondary,Atesot,7,7,7,7,7,7,3,2,1,4,2,3,6,6,6,7,2,2,5,2,6,5,7,5,7,7,1,7,7,7,7,7,7,7,7,7,7,7,2,6,7,6,6,7,7,7,7,7,5,7,7
UGA330,Uganda,24,Male,Middle,2,Christian: Catholic,Not married,Secondary,Japhadollah,7,7,7,7,7,7,4,4,4,4,4,4,6,6,6,6,,6,1,7,2,5,5,5,5,6,7,5,7,7,6,6,6,6,6,6,6,1,1,6,6,6,7,6,6,7,7,7,3,2,3
UGA331,Uganda,87,Male,Lower middle,1,Christian: Catholic,Not married,Primary,Etesot,7,7,7,7,7,7,1,1,1,1,1,1,3,4,4,6,6,5,5,2,6,5,5,6,6,7,1,6,6,6,6,7,6,6,6,7,7,6,5,6,6,6,6,6,6,7,7,7,7,7,7
UGA332,Uganda,54,Male,Lower middle,1,Christian: Protestant,Married,Primary,Japhadollah,7,6,6,6,7,7,4,3,3,1,2,1,7,7,7,1,1,1,7,1,6,6,6,7,6,1,7,7,7,7,7,7,7,7,7,7,7,7,1,6,6,6,6,6,7,7,7,7,7,7,7
UGA333,Uganda,39,Male,Upper middle,3,Christian: Protestant,Married,Tertiary,Mugishu,7,7,7,7,7,7,4,4,4,4,4,4,6,6,6,6,6,6,4,6,6,6,6,6,6,7,1,7,7,7,7,7,7,7,7,7,7,7,1,6,7,7,7,7,7,7,7,7,7,4,4
UGA334,Uganda,26,Female,Middle,2,Christian: Protestant,Married,Primary,Atesot,7,7,7,6,6,6,4,4,4,4,3,4,6,6,6,6,6,6,4,3,5,6,5,5,6,1,7,7,7,1,1,7,7,7,4,1,1,7,1,7,7,7,7,7,7,7,7,7,7,4,7
UGA335,Uganda,26,Female,Lower middle,1,Christian: Catholic,Married,Primary,Atesot,7,7,6,7,7,7,3,3,3,2,2,2,6,5,5,6,6,6,6,6,5,5,6,6,5,6,2,6,6,6,6,6,6,6,6,6,6,6,2,6,6,5,6,6,6,7,7,7,7,7,7
UGA336,Uganda,25,Male,Middle,2,Christian: Catholic,Not married,Tertiary,Etesot,7,7,7,6,7,7,3,4,3,2,3,2,7,2,6,5,6,5,1,1,7,7,7,7,6,7,2,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,6,7,7,7,7,7,7,7
UGA337,Uganda,44,Female,Middle,2,Christian: Catholic,Married,Primary,Atesot,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,6,2,6,6,6,6,7,6,6,7,6,6,2,2,6,6,6,6,6,6,7,7,7,7,7,7
UGA338,Uganda,56,Male,Lower middle,1,Christian: Catholic,Married,None,Etesot,7,7,7,7,7,7,2,2,2,2,2,2,6,6,6,6,6,6,1,1,6,5,6,6,5,7,1,5,5,6,6,5,5,7,7,6,7,4,2,6,6,6,6,6,6,7,7,7,7,7,7
UGA339,Uganda,21,Female,Lower middle,1,Christian: Protestant,Not married,Primary,Atesot,6,6,7,6,7,7,2,2,4,2,2,3,7,6,6,7,7,5,6,1,6,7,5,6,7,6,1,7,6,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7
UGA340,Uganda,57,Male,Lower middle,1,Christian: Catholic,Married,Primary,Etesot,7,7,7,6,6,6,2,2,2,3,3,3,6,6,6,6,6,6,6,5,6,6,6,6,6,6,1,6,7,6,5,6,6,7,6,6,6,7,1,6,6,6,6,6,5,7,7,7,7,7,7
UGA341,Uganda,34,Male,Middle,2,Christian: Protestant,Married,Primary,Etesot,6,7,7,6,6,6,2,2,2,3,2,2,6,6,6,6,6,6,6,5,3,5,6,6,6,7,1,7,7,7,6,6,7,6,7,6,6,7,2,6,6,6,6,6,6,7,7,7,7,7,7
UGA342,Uganda,23,Female,Middle,2,Christian: Protestant,Not married,Primary,Japhadollah,7,7,7,7,7,7,6,6,6,6,6,6,7,7,7,1,1,1,7,1,7,7,7,7,7,6,1,6,6,5,5,6,6,5,6,6,6,2,1,2,7,2,7,7,7,7,7,7,4,4,4
UGA343,Uganda,24,Male,Middle,2,Christian: Protestant,Not married,Secondary,Etesot,7,7,6,6,7,7,2,2,2,2,2,2,6,6,6,4,5,6,7,1,7,7,7,7,7,7,1,7,6,6,6,7,7,7,6,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7
UGA344,Uganda,43,Female,Lower middle,1,Christian: Catholic,Married,Primary,Atesot,6,6,6,6,6,6,2,2,3,3,2,2,6,6,6,5,5,5,6,2,6,5,6,6,7,7,1,6,6,6,6,6,6,7,6,6,6,7,1,6,6,6,7,5,4,7,7,7,7,7,7
UGA345,Uganda,47,Female,Lower middle,1,Christian: Catholic,Not married,None,Atesot,5,5,5,5,5,5,2,2,2,2,2,2,6,6,6,4,5,5,5,5,5,5,6,5,6,5,2,5,5,5,5,5,5,5,5,5,5,1,1,6,6,6,6,6,5,7,7,7,7,7,7
UGA346,Uganda,58,Male,Lower middle,1,Christian: Catholic,Married,None,Japhadollah,6,6,6,6,6,6,2,2,2,3,3,3,6,6,6,7,6,6,7,7,6,6,5,6,6,7,1,7,7,7,7,5,7,6,6,6,6,7,2,6,6,6,6,6,5,7,7,7,7,7,7
UGA347,Uganda,23,Female,Lower middle,1,Christian: Catholic,Married,Primary,Atesot,7,7,7,7,7,7,5,5,5,5,5,5,6,6,6,6,5,5,6,6,5,6,6,5,5,6,1,5,6,6,5,6,5,7,6,6,6,6,2,6,6,6,6,6,6,7,7,7,4,5,4
UGA348,Uganda,62,Male,Lower middle,1,Christian: Protestant,Married,Primary,Etesot,7,6,6,6,6,6,2,3,2,2,2,2,2,6,6,6,6,6,6,6,6,6,7,6,7,6,2,7,7,7,6,7,7,4,4,6,5,6,2,6,6,6,7,7,6,7,7,1,7,4,3
UGA349,Uganda,24,Male,Middle,2,Christian: Catholic,Married,Primary,Etesot,7,7,7,6,6,7,1,1,1,1,1,1,6,6,6,5,6,6,6,2,5,5,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,5,7,7,7,7,7,7
UGA350,Uganda,38,Female,Lower middle,1,Christian: Protestant,Married,Secondary,Nilotic,6,6,6,5,5,5,2,2,2,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,5,5,5,6,6,7,7,7,7,7,7
UGA351,Uganda,48,Male,Lower middle,1,Christian: Protestant,Married,Tertiary,Japadhola,5,5,5,3,3,3,7,3,3,2,2,2,2,6,6,6,6,6,7,6,7,7,7,7,7,2,7,7,7,2,2,7,7,7,7,1,1,7,1,7,7,7,7,7,7,7,7,7,4,4,4
UGA352,Uganda,23,Female,Lower middle,1,Christian: Protestant,Not married,Secondary,Atesot,7,7,7,5,7,6,5,5,5,5,5,5,6,6,6,6,6,3,6,2,4,4,4,4,4,2,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,2,3
UGA353,Uganda,20,Female,Lower middle,1,Christian: Catholic,Not married,Primary,Atesot,7,7,7,7,7,7,4,4,4,4,4,4,7,7,6,4,5,5,7,7,6,7,7,7,7,2,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,6,2,7,7,7,7,7,7
UGA354,Uganda,42,Male,Lower middle,1,Christian: Catholic,Married,Primary,N/A,6,6,6,6,6,6,2,2,2,3,3,3,6,6,6,6,6,4,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,7,1,6,6,7,7,7,5,7,7,7,7,7,7
UGA355,Uganda,37,Male,Lower middle,1,Christian: Catholic,Married,Secondary,Etesot,7,7,7,7,7,7,4,4,4,4,4,4,7,7,6,5,5,5,7,6,7,7,7,7,7,7,7,7,7,4,7,7,7,7,7,6,6,7,1,7,7,7,7,7,2,7,7,7,7,7,7
UGA356,Uganda,22,Female,Lower middle,1,Christian: Catholic,Married,Primary,Atesot,7,7,7,7,7,7,4,4,4,4,4,4,7,6,6,5,5,5,7,6,7,7,7,7,7,2,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,6,3,7,7,7,7,7,7
UGA357,Uganda,52,Female,Lower middle,1,Christian: Catholic,Married,None,Japadhola,7,7,7,7,7,7,4,4,4,4,4,4,7,7,6,4,4,4,7,6,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,6,6,7,1,7,7,7,7,7,2,7,7,7,7,7,7
UGA358,Uganda,64,Female,Lower middle,1,Christian: Protestant,Married,Primary,Japadhola,7,7,7,7,7,7,4,4,4,4,4,4,7,7,6,5,5,5,7,7,7,7,7,7,7,2,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,1,7,7,7,7,7,7
UGA359,Uganda,31,Female,Lower middle,1,Christian: Protestant,Married,Secondary,Atesot,7,7,7,7,7,7,4,4,4,4,4,4,7,7,6,4,4,4,7,6,7,7,7,7,6,1,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,2,7,7,7,7,7,7
UGA360,Uganda,50,Female,Lower middle,1,Other,Married,Primary,Atesot,7,7,7,7,7,7,4,4,4,4,4,4,7,7,5,5,5,5,7,6,7,7,7,7,7,2,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,2,7,7,7,7,7,7
UGA361,Uganda,24,Female,Lower middle,1,Christian: Protestant,Married,Primary,Nilotic,6,6,6,6,6,6,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,7,7,7,7,7,7
UGA362,Uganda,24,Male,Middle,2,Christian: Catholic,Not married,Secondary,Etesot,6,6,7,6,6,6,3,4,4,4,3,4,2,6,6,6,6,6,6,2,6,7,7,7,6,6,2,6,6,6,2,6,6,6,6,6,6,7,2,6,7,6,6,,,7,6,6,7,6,7
UGA363,Uganda,50,Male,Middle,2,Christian: Catholic,Married,Primary,Etesot,6,7,7,6,6,6,4,5,4,4,5,5,2,5,5,6,6,6,6,2,6,7,6,7,6,7,5,5,6,2,5,7,3,5,3,6,6,6,1,6,7,6,7,6,7,7,6,7,6,4,5
UGA364,Uganda,51,Female,Lower middle,1,Christian: Protestant,Married,Primary,Atesot,6,6,6,6,6,6,3,3,2,2,1,1,5,7,7,7,7,6,5,6,5,4,5,5,5,6,1,6,6,6,7,7,6,7,7,5,4,6,2,6,5,7,6,6,6,7,5,7,7,4,4
UGA365,Uganda,24,Female,Middle,2,Christian: Catholic,Not married,Tertiary,Japhadola,6,6,5,6,6,6,2,2,2,2,2,2,5,6,6,5,7,6,7,6,7,3,3,3,3,6,1,6,6,6,5,7,7,7,7,7,7,7,2,6,6,7,7,7,7,7,7,7,7,7,7
UGA366,Uganda,40,Female,Middle,2,Christian: Protestant,Married,Primary,Atesot,7,7,7,7,7,7,2,3,3,3,3,3,5,5,5,5,5,6,5,5,5,4,4,4,4,7,1,7,7,7,7,7,7,7,7,7,7,7,3,7,5,6,6,5,6,7,7,7,7,7,7
UGA367,Uganda,61,Male,Lower middle,1,Christian: Protestant,Married,Primary,Etesot,7,7,7,7,7,7,1,1,1,1,1,1,6,5,5,5,7,7,4,5,5,4,4,4,4,7,1,7,7,7,7,7,7,7,7,7,7,6,4,7,6,7,7,7,7,7,7,7,7,7,7
UGA368,Uganda,45,Female,Upper middle,3,Christian: Protestant,Married,Tertiary,Atesot,6,7,6,7,7,7,1,1,1,1,1,1,6,6,6,6,6,6,6,7,4,6,5,6,6,7,1,6,6,7,7,7,5,6,4,6,6,6,2,6,6,6,6,6,6,7,7,5,7,7,7
